,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,No_Die,Lot_Num,Wafer_Num,Datetime
756,3,Photo,1.396387117728508,16.77,14.91,20.003,194.66,89.999,494.66,3893.209,4866.511,4.853,88.739,29.996,NOLSM757291,29,1,17-02-2019 PM 9:04:30
757,1,Photo,1.2600899160669412,19.922,14.959,20.004,195.246,90.001,495.246,3904.923,4881.154,4.878,88.723,30.005,NOLSM758292,29,2,17-02-2019 PM 9:04:30
758,1,Photo,1.2750346159763413,10.292,14.934,20.002,195.334,90.0,495.334,3906.685,4883.357,4.88,88.503,30.004,NOLSM759293,29,3,17-02-2019 PM 9:04:30
759,1,Photo,1.3575915827620983,14.536,14.96,19.995,194.724,90.0,494.724,3894.477,4868.097,4.877,89.199,29.999,NOLSM760294,29,4,17-02-2019 PM 9:04:30
760,2,Photo,1.256487290381032,16.467,14.95,20.002,195.716,89.999,495.716,3914.328,4892.91,4.895,88.693,30.001,NOLSM761295,29,5,17-02-2019 PM 9:04:30
761,2,Photo,0.8385399750423084,19.69,15.132,19.997,199.721,90.001,499.721,3994.423,4993.029,5.002,91.85,29.996,NOLSM762296,29,6,17-02-2019 PM 9:04:30
762,2,Photo,0.8495743516983196,15.329,14.966,20.0,200.465,90.0,500.465,4009.296,5011.62,5.015,92.402,29.992,NOLSM763297,29,7,17-02-2019 PM 9:04:30
763,3,Photo,0.917759277936375,17.909,14.965,20.002,201.64,90.0,501.64,4032.797,5040.997,5.042,92.249,29.999,NOLSM764298,29,8,17-02-2019 PM 9:04:30
764,3,Photo,0.8166635327099608,19.019,15.109,19.998,200.446,90.0,500.446,4008.924,5011.155,5.008,92.362,30.0,NOLSM765299,29,9,17-02-2019 PM 9:04:30
765,3,Photo,0.783551855587275,17.852,15.029,20.002,200.563,90.0,500.563,4011.267,5014.084,5.01,92.529,29.999,NOLSM7662910,29,10,17-02-2019 PM 9:04:30
766,1,Photo,0.8100864972050804,20.157,14.941,19.997,200.842,90.0,500.842,4016.84,5021.05,4.991,91.759,29.99,NOLSM7672911,29,11,17-02-2019 PM 9:04:30
767,1,Photo,0.8791090445990529,14.982,15.103,20.0,198.843,90.001,498.843,3976.864,4971.079,4.973,91.73,29.998,NOLSM7682912,29,12,17-02-2019 PM 9:04:30
768,1,Photo,0.9180498811945503,15.296,15.002,19.999,198.857,90.001,498.857,3977.14,4971.425,5.012,92.299,30.008,NOLSM7692913,29,13,17-02-2019 PM 9:04:30
769,2,Photo,0.8872630301372673,19.782,14.928,20.0,200.317,89.999,500.317,4006.336,5007.92,5.008,92.137,30.008,NOLSM7702914,29,14,17-02-2019 PM 9:04:30
770,2,Photo,0.9072206362501922,12.41,14.864,19.998,199.996,90.0,499.996,3999.926,4999.907,4.989,91.938,29.999,NOLSM7712915,29,15,17-02-2019 PM 9:04:30
771,3,Photo,0.9165455819757603,14.492,14.807,19.998,199.847,90.0,499.847,3996.948,4996.185,5.004,91.674,30.002,NOLSM7722916,29,16,17-02-2019 PM 9:04:30
772,3,Photo,0.9199131609087334,10.507,15.02,20.004,199.03,90.0,499.03,3980.591,4975.738,4.956,91.155,30.004,NOLSM7732917,29,17,17-02-2019 PM 9:04:30
773,3,Photo,1.009679652643635,20.348,14.969,19.999,198.465,89.999,498.465,3969.291,4961.614,4.993,91.925,30.01,NOLSM7742918,29,18,17-02-2019 PM 9:04:30
774,1,Photo,0.8330997111061728,12.502,15.095,19.996,199.907,90.0,499.907,3998.147,4997.684,5.016,92.172,30.004,NOLSM7752919,29,19,17-02-2019 PM 9:04:30
775,1,Photo,0.864920767876374,16.072,14.964,20.0,200.435,90.0,500.435,4008.695,5010.869,5.007,91.982,30.004,NOLSM7762920,29,20,17-02-2019 PM 9:04:30
776,1,Photo,0.8478563736132242,19.337,15.098,19.998,200.203,90.0,500.203,4004.061,5005.076,4.987,91.713,30.014,NOLSM7772921,29,21,17-02-2019 PM 9:04:30
777,2,Photo,0.8372108924938888,14.471,14.963,19.996,199.559,90.0,499.559,3991.175,4988.968,4.994,91.871,29.993,NOLSM7782922,29,22,17-02-2019 PM 9:04:30
778,2,Photo,0.8876177370553342,18.626,14.966,20.001,199.151,90.002,499.151,3983.029,4978.786,4.98,91.816,30.0,NOLSM7792923,29,23,17-02-2019 PM 9:04:30
779,3,Photo,0.9398194840937453,14.834,14.884,20.003,199.635,90.0,499.635,3992.705,4990.881,4.993,92.022,30.009,NOLSM7802924,29,24,17-02-2019 PM 9:04:30
780,3,Photo,0.7985008290740012,19.907,14.945,20.001,199.822,90.0,499.822,3996.443,4995.554,4.997,92.214,30.003,NOLSM7812925,29,25,17-02-2019 PM 9:04:30
781,1,Photo,0.830702234226226,12.087,15.072,20.003,200.078,90.0,500.078,4001.557,5001.947,5.006,91.922,30.005,NOLSM7822926,29,26,17-02-2019 PM 9:04:30
782,1,Photo,0.8498564078018427,10.637,15.027,20.001,199.249,89.999,499.249,3984.984,4981.23,4.992,91.865,29.987,NOLSM7832927,29,27,17-02-2019 PM 9:04:30
783,1,Photo,0.8948315355818048,17.647,14.987,19.991,199.493,90.0,499.493,3989.857,4987.322,4.991,92.494,29.998,NOLSM784301,30,1,17-02-2019 PM 9:04:30
784,2,Photo,0.7914066907126618,17.066,15.128,20.002,200.717,90.0,500.717,4014.349,5017.937,5.016,92.258,30.006,NOLSM785302,30,2,17-02-2019 PM 9:04:30
785,2,Photo,0.8766175490179319,11.048,15.012,20.0,200.328,90.0,500.328,4006.562,5008.202,4.999,91.836,30.005,NOLSM786303,30,3,17-02-2019 PM 9:04:30
786,2,Photo,1.0104574437169864,12.383,14.986,19.993,199.045,90.0,499.045,3980.894,4976.117,4.979,91.675,30.014,NOLSM787304,30,4,17-02-2019 PM 9:04:30
787,3,Photo,0.9169302039351099,15.179,15.129,20.004,198.854,90.0,498.854,3977.087,4971.359,4.969,91.209,30.005,NOLSM788305,30,5,17-02-2019 PM 9:04:30
788,3,Photo,0.9357168498606814,13.624,14.991,19.999,198.966,90.0,498.966,3979.313,4974.142,4.975,92.009,29.998,NOLSM789306,30,6,17-02-2019 PM 9:04:30
789,3,Photo,1.0082394570847364,17.264,14.978,20.004,199.681,89.999,499.681,3993.624,4992.03,4.993,91.743,30.011,NOLSM790307,30,7,17-02-2019 PM 9:04:30
790,1,Photo,0.863301082069779,12.537,14.978,20.003,198.981,90.0,498.981,3979.624,4974.53,4.973,91.618,30.003,NOLSM791308,30,8,17-02-2019 PM 9:04:30
791,1,Photo,0.984315971213183,17.218,15.146,20.001,198.569,90.0,498.569,3971.388,4964.235,4.966,91.306,30.004,NOLSM792309,30,9,17-02-2019 PM 9:04:30
792,2,Photo,0.9767132771500368,10.47,14.907,19.996,198.207,90.001,498.207,3964.137,4955.171,4.955,91.347,30.003,NOLSM7933010,30,10,17-02-2019 PM 9:04:30
793,2,Photo,1.00308552282945,20.295,15.145,19.996,198.313,89.999,498.313,3966.259,4957.824,4.96,91.486,29.998,NOLSM7943011,30,11,17-02-2019 PM 9:04:30
794,2,Photo,1.0150088035692917,17.853,15.027,20.002,198.533,90.0,498.533,3970.66,4963.325,4.965,92.028,30.003,NOLSM7953012,30,12,17-02-2019 PM 9:04:30
795,3,Photo,0.8310612147216192,16.387,14.989,19.999,199.669,90.0,499.669,3993.375,4991.718,4.991,91.89,29.992,NOLSM7963013,30,13,17-02-2019 PM 9:04:30
796,3,Photo,0.8414160925827792,16.166,15.021,20.003,199.697,90.0,499.697,3993.937,4992.421,4.995,91.371,30.001,NOLSM7973014,30,14,17-02-2019 PM 9:04:30
797,3,Photo,1.1534641617805432,15.0,15.015,20.001,197.731,89.999,497.731,3954.614,4943.267,4.929,91.427,30.001,NOLSM7983015,30,15,17-02-2019 PM 9:04:30
798,1,Photo,0.910096753790663,20.058,14.917,20.0,198.523,90.0,498.523,3970.452,4963.065,4.95,91.487,29.999,NOLSM7993016,30,16,17-02-2019 PM 9:04:30
799,1,Photo,0.9749782047556369,17.89,14.995,20.0,198.559,89.999,498.559,3971.187,4963.984,4.962,91.461,29.998,NOLSM8003017,30,17,17-02-2019 PM 9:04:30
800,1,Photo,0.9992649446999093,17.14,15.061,20.003,198.704,89.999,498.704,3974.079,4967.599,4.972,91.958,29.997,NOLSM8013018,30,18,17-02-2019 PM 9:04:30
801,2,Photo,0.8378818441340878,16.613,14.901,20.001,199.864,90.0,499.864,3997.287,4996.609,5.003,92.302,30.003,NOLSM8023019,30,19,17-02-2019 PM 9:04:30
802,2,Photo,0.7810689071608061,20.015,14.874,20.007,202.946,90.0,502.946,4058.919,5073.649,5.059,93.552,29.997,NOLSM8033020,30,20,17-02-2019 PM 9:04:30
803,3,Photo,0.9021265320774714,19.145,14.945,19.997,203.413,90.001,503.413,4068.261,5085.326,5.084,92.894,29.998,NOLSM8043021,30,21,17-02-2019 PM 9:04:30
804,3,Photo,0.6172199524778201,13.491,15.066,19.999,201.956,90.0,501.956,4039.111,5048.889,5.05,93.15,29.996,NOLSM8053022,30,22,17-02-2019 PM 9:04:30
805,3,Photo,0.854292381066343,18.876,15.075,20.002,201.862,90.001,501.862,4037.236,5046.545,5.04,93.362,30.006,NOLSM8063023,30,23,17-02-2019 PM 9:04:30
806,1,Photo,0.8811518145609327,15.211,14.878,19.995,202.686,90.001,502.686,4053.721,5067.152,5.063,93.131,30.005,NOLSM8073024,30,24,17-02-2019 PM 9:04:30
807,1,Photo,0.6582121061898494,16.523,14.896,20.001,202.591,89.999,502.591,4051.824,5064.78,5.066,94.392,29.999,NOLSM8083025,30,25,17-02-2019 PM 9:04:30
808,1,Photo,0.894720422571326,16.742,14.938,19.995,205.152,90.0,505.152,4103.032,5128.79,5.103,93.623,29.993,NOLSM8093026,30,26,17-02-2019 PM 9:04:30
809,2,Photo,0.7522051659002718,17.758,15.044,20.003,203.412,90.0,503.412,4068.233,5085.292,5.077,93.717,30.001,NOLSM8103027,30,27,17-02-2019 PM 9:04:30
810,2,Photo,0.8538564761790799,14.016,15.092,20.001,203.721,90.001,503.721,4074.426,5093.032,5.096,93.926,29.993,NOLSM811311,31,1,17-02-2019 PM 9:04:30
811,2,Photo,0.826471392673379,11.233,14.992,19.999,204.103,90.0,504.103,4082.065,5102.581,5.105,93.677,30.007,NOLSM812312,31,2,17-02-2019 PM 9:04:30
812,3,Photo,0.892703294073403,13.782,14.925,20.001,203.695,90.001,503.695,4073.903,5092.378,5.089,93.579,30.006,NOLSM813313,31,3,17-02-2019 PM 9:04:30
813,3,Photo,0.911908750576933,14.585,14.899,19.999,203.64,90.0,503.64,4072.805,5091.006,5.074,92.941,29.991,NOLSM814314,31,4,17-02-2019 PM 9:04:30
814,3,Photo,0.955503512880562,20.669,14.947,19.998,202.077,90.001,502.077,4041.539,5051.924,5.083,93.622,29.994,NOLSM815315,31,5,17-02-2019 PM 9:04:30
815,1,Photo,0.9057505256500111,20.797,15.063,20.001,203.443,90.0,503.443,4068.863,5086.079,5.085,93.536,29.999,NOLSM816316,31,6,17-02-2019 PM 9:04:30
816,1,Photo,0.9045667447306791,17.331,14.961,19.999,203.505,90.0,503.505,4070.109,5087.637,5.091,93.521,30.005,NOLSM817317,31,7,17-02-2019 PM 9:04:30
817,1,Photo,0.6680199661532675,20.643,14.999,20.005,203.228,90.0,503.228,4064.561,5080.701,5.08,93.318,29.998,NOLSM818318,31,8,17-02-2019 PM 9:04:30
818,2,Photo,0.7432648421340535,13.547,15.054,20.003,202.851,90.0,502.851,4057.016,5071.27,5.056,93.116,29.998,NOLSM819319,31,9,17-02-2019 PM 9:04:30
819,2,Photo,0.6730499666660968,18.682,14.986,19.998,202.375,90.0,502.375,4047.508,5059.385,5.049,93.067,29.993,NOLSM8203110,31,10,17-02-2019 PM 9:04:30
820,3,Photo,0.9276184208277064,20.407,15.073,19.998,202.027,90.0,502.027,4040.549,5050.686,5.049,92.967,29.996,NOLSM8213111,31,11,17-02-2019 PM 9:04:30
821,3,Photo,0.8799936751055573,20.206,15.025,19.998,202.414,90.001,502.414,4048.275,5060.343,5.065,92.57,30.014,NOLSM8223112,31,12,17-02-2019 PM 9:04:30
822,1,Photo,0.9126010701037625,19.897,14.915,20.0,201.636,90.001,501.636,4032.72,5040.9,5.034,92.389,30.009,NOLSM8233113,31,13,17-02-2019 PM 9:04:30
823,1,Photo,0.7013581428742371,20.281,15.051,19.999,201.338,89.999,501.338,4026.758,5033.448,5.021,92.009,30.005,NOLSM8243114,31,14,17-02-2019 PM 9:04:30
824,1,Photo,0.8176250876083352,11.447,15.033,20.0,200.716,90.0,500.716,4014.329,5017.911,5.019,92.252,29.994,NOLSM8253115,31,15,17-02-2019 PM 9:04:30
825,2,Photo,0.7900776081642421,16.992,14.929,20.003,201.234,90.0,501.234,4024.681,5030.851,5.026,91.889,29.998,NOLSM8263116,31,16,17-02-2019 PM 9:04:30
826,2,Photo,0.7311620711465153,15.342,14.938,20.001,200.318,90.001,500.318,4006.36,5007.95,5.012,91.983,30.001,NOLSM8273117,31,17,17-02-2019 PM 9:04:30
827,3,Photo,0.7992316107967657,20.463,15.026,20.002,200.786,89.999,500.786,4015.727,5019.658,5.01,92.234,30.006,NOLSM8283118,31,18,17-02-2019 PM 9:04:30
828,3,Photo,0.7421152498333305,11.254,15.093,20.006,200.868,90.0,500.868,4017.361,5021.702,5.021,93.058,29.995,NOLSM8293119,31,19,17-02-2019 PM 9:04:30
829,3,Photo,0.8506384724525204,11.233,15.095,20.0,202.066,90.0,502.066,4041.328,5051.659,5.012,91.642,30.0,NOLSM8303120,31,20,17-02-2019 PM 9:04:30
830,1,Photo,0.8533992034051864,19.722,14.978,20.002,200.737,90.001,500.737,4014.738,5018.422,5.057,92.802,29.997,NOLSM8313121,31,21,17-02-2019 PM 9:04:30
831,1,Photo,0.8391639173319202,14.71,15.055,19.998,202.456,90.0,502.456,4049.123,5061.404,5.063,93.113,30.004,NOLSM8323122,31,22,17-02-2019 PM 9:04:30
832,1,Photo,0.960836937383545,20.77,14.915,20.005,203.214,90.0,503.214,4064.29,5080.362,5.079,93.135,29.998,NOLSM8333123,31,23,17-02-2019 PM 9:04:30
833,2,Photo,0.8624634609138617,20.546,15.039,20.0,204.229,90.0,504.229,4084.573,5105.717,5.103,94.179,30.003,NOLSM8343124,31,24,17-02-2019 PM 9:04:30
834,2,Photo,0.8685917707995008,15.457,15.015,20.0,205.405,90.0,505.405,4108.098,5135.123,5.126,94.168,29.991,NOLSM8353125,31,25,17-02-2019 PM 9:04:30
835,2,Photo,0.8166549855553087,19.017,15.112,20.002,205.027,89.999,505.027,4100.542,5125.677,5.107,93.641,30.005,NOLSM8363126,31,26,17-02-2019 PM 9:04:30
836,3,Photo,0.9478281680028718,17.367,15.044,19.996,204.363,90.0,504.363,4087.265,5109.081,5.11,93.373,30.004,NOLSM8373127,31,27,17-02-2019 PM 9:04:30
837,3,Photo,0.8681216772936289,16.09,15.027,19.998,203.609,89.999,503.609,4072.172,5090.215,5.094,93.759,29.995,NOLSM838321,32,1,17-02-2019 PM 9:04:30
838,3,Photo,0.8746730713345527,19.026,14.862,20.001,204.457,90.0,504.457,4089.147,5111.434,5.142,93.835,29.997,NOLSM839322,32,2,17-02-2019 PM 9:04:30
839,1,Photo,0.8049026479085113,18.891,15.117,20.001,205.176,90.001,505.176,4103.51,5129.388,5.134,95.54,29.997,NOLSM840323,32,3,17-02-2019 PM 9:04:30
840,1,Photo,0.5881767209695892,13.788,15.0,20.004,207.765,90.001,507.765,4155.307,5194.134,5.189,95.135,30.0,NOLSM841324,32,4,17-02-2019 PM 9:04:30
841,1,Photo,0.851211131814219,18.771,15.02,19.998,206.887,90.0,506.887,4137.747,5172.184,5.147,94.464,30.006,NOLSM842325,32,5,17-02-2019 PM 9:04:30
842,2,Photo,0.8362066018222534,20.701,14.957,19.995,205.924,90.0,505.924,4118.487,5148.108,5.146,94.028,30.005,NOLSM843326,32,6,17-02-2019 PM 9:04:30
843,2,Photo,0.942781073180738,11.253,15.047,20.0,204.94,89.999,504.94,4098.797,5123.496,5.107,93.706,30.003,NOLSM844327,32,7,17-02-2019 PM 9:04:30
844,2,Photo,0.8996093950323938,15.286,15.035,19.997,204.536,90.0,504.536,4090.713,5113.392,5.115,93.648,30.0,NOLSM845328,32,8,17-02-2019 PM 9:04:30
845,3,Photo,0.9238021162754919,12.463,15.112,19.996,204.718,90.0,504.718,4094.368,5117.96,5.116,93.518,30.005,NOLSM846329,32,9,17-02-2019 PM 9:04:30
846,3,Photo,0.8373476469683243,19.767,14.91,19.999,204.22,90.0,504.22,4084.397,5105.496,5.092,93.432,29.99,NOLSM8473210,32,10,17-02-2019 PM 9:04:30
847,3,Photo,0.8598693994769142,16.029,15.005,19.998,204.429,90.0,504.429,4088.587,5110.734,5.114,93.622,29.996,NOLSM8483211,32,11,17-02-2019 PM 9:04:30
848,1,Photo,0.9143147746115319,17.587,14.949,20.0,204.266,90.0,504.266,4085.33,5106.662,5.083,93.227,29.994,NOLSM8493212,32,12,17-02-2019 PM 9:04:30
849,1,Photo,0.9153831689430589,16.445,14.978,19.994,203.401,90.0,503.401,4068.014,5085.017,5.098,93.547,29.992,NOLSM8503213,32,13,17-02-2019 PM 9:04:30
850,1,Photo,0.71964905382998,15.306,15.05,20.002,203.67,90.0,503.67,4073.408,5091.76,5.107,93.487,30.007,NOLSM8513214,32,14,17-02-2019 PM 9:04:30
851,2,Photo,0.9381997982871502,13.773,14.962,19.998,203.659,90.0,503.659,4073.181,5091.477,5.092,93.39,30.006,NOLSM8523215,32,15,17-02-2019 PM 9:04:30
